pba_code,pba_label,cendiv,cendiv_label,pubclim,pubclim_label,sqft,floor_count,year_built_category,operating_hours,occupancy_pct,site_eui,weight
5,Nonrefrigerated warehouse,7,West South Central,3,Mixed mild,4500,1,8,112,,4.7493,3420.76
14,Education,3,East North Central,1,Cold or very cold,85000,1,8,40,,17.3925,282.95
14,Education,3,East North Central,3,Mixed mild,58000,1,7,60,,60.3402,282.95
23,Strip shopping center,7,West South Central,5,Hot or very hot,96000,1,5,51,100.0,71.5961,7.69
18,Lodging,6,East South Central,7,Withheld for confidentiality,154000,12,2,168,,94.7656,8.7
26,Service,3,East North Central,2,Cool,36000,1,6,72,,20.8857,1906.18
11,Refrigerated warehouse,3,East North Central,2,Cool,500001,1,8,168,,93.5709,16.83
15,Food service,6,East South Central,4,Warm,15000,1,9,50,,128.4745,690.18
14,Education,5,South Atlantic,3,Mixed mild,108000,3,2,80,,81.5468,8.84
14,Education,2,Middle Atlantic,7,Withheld for confidentiality,215000,8,5,120,,246.2265,6.63
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,90000,1,8,40,,6.589,215.07
14,Education,2,Middle Atlantic,3,Mixed mild,102000,5,2,50,,84.2938,97.52
26,Service,5,South Atlantic,5,Hot or very hot,5000,1,3,40,,16.3454,2990.63
2,Office,8,Mountain,5,Hot or very hot,435000,18,5,66,95.0,50.8679,14.67
11,Refrigerated warehouse,7,West South Central,5,Hot or very hot,230000,2,9,70,,77.5049,69.6
15,Food service,3,East North Central,2,Cool,6400,1,4,80,,34.8858,3075.23
15,Food service,9,Pacific,2,Cool,3500,1,6,98,,30.5429,1090.74
2,Office,3,East North Central,2,Cool,420000,9,5,60,90.0,32.4345,6.59
13,Public assembly,5,South Atlantic,4,Warm,2800,1,7,6,,54.0736,2800.45
15,Food service,3,East North Central,1,Cold or very cold,12750,1,5,84,,327.5981,717.24
2,Office,5,South Atlantic,3,Mixed mild,39000,4,6,65,75.0,83.1685,349.71
18,Lodging,6,East South Central,4,Warm,100000,9,4,168,,85.7401,8.7
17,Nursing,4,West North Central,2,Cool,34000,3,8,168,,63.6204,1436.84
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,50000,3,3,40,,54.8981,621.34
14,Education,8,Mountain,2,Cool,44000,1,6,60,,55.8423,431.11
4,Laboratory,9,Pacific,4,Warm,100001,2,7,168,,88.9013,52.84
2,Office,7,West South Central,4,Warm,285000,18,2,168,75.0,48.8532,14.9
14,Education,2,Middle Atlantic,2,Cool,108000,1,8,45,,74.2778,99.38
26,Service,7,West South Central,5,Hot or very hot,35000,1,8,46,,67.8609,623.52
5,Nonrefrigerated warehouse,5,South Atlantic,3,Mixed mild,37000,2,4,65,,23.8788,1030.4
18,Lodging,9,Pacific,7,Withheld for confidentiality,225000,7,5,168,,120.7181,8.7
18,Lodging,3,East North Central,7,Withheld for confidentiality,88000,3,3,168,,83.6217,306.64
6,Food sales,5,South Atlantic,4,Warm,1800,1,8,168,,216.4122,2990.63
26,Service,1,New England,2,Cool,10000,3,2,55,,18.1417,2934.43
2,Office,7,West South Central,4,Warm,54000,1,9,50,75.0,30.1662,591.56
14,Education,3,East North Central,2,Cool,154000,3,8,70,,53.2741,59.65
25,Retail other than mall,9,Pacific,4,Warm,41000,3,7,70,,148.8677,227.11
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,900000,12,9,168,,270.9921,9.77
2,Office,9,Pacific,5,Hot or very hot,240000,8,4,60,80.0,59.0256,15.06
14,Education,9,Pacific,7,Withheld for confidentiality,5100,1,3,50,,38.6522,4384.99
15,Food service,6,East South Central,4,Warm,13000,1,4,105,,228.6569,451.56
2,Office,4,West North Central,1,Cold or very cold,385000,6,6,65,95.0,56.9313,58.26
14,Education,3,East North Central,1,Cold or very cold,120000,2,2,60,,62.7841,829.67
2,Office,5,South Atlantic,4,Warm,60000,4,7,40,70.0,46.9212,246.59
14,Education,8,Mountain,2,Cool,66000,2,5,45,,36.5018,8.84
2,Office,9,Pacific,4,Warm,41500,2,7,60,90.0,35.0758,9.11
26,Service,2,Middle Atlantic,3,Mixed mild,36500,3,4,140,,57.0042,1489.41
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,700000,1,8,72,,19.5273,197.52
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,1500000,9,5,168,,535.0587,9.21
14,Education,5,South Atlantic,3,Mixed mild,188000,4,8,50,,73.4695,99.04
2,Office,9,Pacific,4,Warm,300000,3,7,168,25.0,34.7247,15.06
2,Office,1,New England,2,Cool,118000,6,6,65,96.0,79.2073,14.73
14,Education,5,South Atlantic,3,Mixed mild,205000,2,3,72,,84.7899,99.38
13,Public assembly,8,Mountain,5,Hot or very hot,40500,1,8,54,,91.8611,97.52
2,Office,5,South Atlantic,3,Mixed mild,83000,4,2,168,100.0,142.2188,14.9
12,Religious worship,7,West South Central,4,Warm,156000,2,7,50,,34.4813,54.73
12,Religious worship,2,Middle Atlantic,2,Cool,1600,2,2,20,,91.5044,2990.63
13,Public assembly,3,East North Central,2,Cool,6000,4,3,40,,64.6425,3075.23
4,Laboratory,3,East North Central,2,Cool,210000,4,3,60,,96.1345,3.95
13,Public assembly,5,South Atlantic,4,Warm,6400,1,2,0,,35.7075,2800.45
18,Lodging,2,Middle Atlantic,7,Withheld for confidentiality,500000,18,3,168,,128.0085,9.01
26,Service,7,West South Central,5,Hot or very hot,110000,1,2,168,,56.3878,14.9
7,Public order and safety,2,Middle Atlantic,3,Mixed mild,8700,2,9,168,,96.9206,2050.06
16,Inpatient health care,2,Middle Atlantic,7,Withheld for confidentiality,1000000,18,2,168,,192.3517,9.88
26,Service,2,Middle Atlantic,2,Cool,1350,1,7,24,,4.42,2990.63
2,Office,8,Mountain,5,Hot or very hot,5200,1,7,45,100.0,24.0348,2934.43
25,Retail other than mall,6,East South Central,4,Warm,3200,1,4,40,,94.7103,2990.63
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,27500,1,8,168,,63.5471,591.56
2,Office,9,Pacific,4,Warm,65000,2,5,45,95.0,85.809,15.06
26,Service,7,West South Central,5,Hot or very hot,4500,1,3,70,,43.9849,2990.63
2,Office,7,West South Central,5,Hot or very hot,1250,1,5,168,100.0,27.7048,2990.63
23,Strip shopping center,3,East North Central,2,Cool,250000,1,9,69,82.0,149.9347,175.02
14,Education,2,Middle Atlantic,2,Cool,240000,4,2,50,,91.9139,8.84
17,Nursing,3,East North Central,2,Cool,250000,2,4,168,,52.0942,58.11
5,Nonrefrigerated warehouse,9,Pacific,4,Warm,355000,1,9,72,,19.1237,70.08
4,Laboratory,3,East North Central,2,Cool,86000,3,3,77,,192.0603,111.56
14,Education,6,East South Central,4,Warm,265000,2,5,50,,48.4357,8.7
14,Education,3,East North Central,2,Cool,420000,4,3,55,,75.0648,45.1
23,Strip shopping center,5,South Atlantic,4,Warm,45500,1,6,71,100.0,126.2148,406.08
14,Education,3,East North Central,7,Withheld for confidentiality,23000,1,9,60,,47.1353,495.15
5,Nonrefrigerated warehouse,4,West North Central,3,Mixed mild,6300,1,7,56,,11.387,1413.09
14,Education,9,Pacific,7,Withheld for confidentiality,200001,6,8,120,,37.9821,51.34
18,Lodging,9,Pacific,7,Withheld for confidentiality,118000,4,9,168,,139.4898,97.52
14,Education,8,Mountain,2,Cool,280000,3,4,50,,79.322,9.01
14,Education,7,West South Central,5,Hot or very hot,37000,1,8,50,,27.8921,504.63
26,Service,4,West North Central,1,Cold or very cold,35500,1,4,40,,155.6288,1030.4
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,80000,1,8,46,87.0,125.9401,395.28
2,Office,8,Mountain,1,Cold or very cold,16000,3,2,45,75.0,20.2132,1441.01
7,Public order and safety,2,Middle Atlantic,7,Withheld for confidentiality,300000,6,6,48,,43.6644,97.52
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,300000,7,9,168,,26.3354,9.53
12,Religious worship,9,Pacific,4,Warm,57000,3,4,40,,13.8891,655.85
14,Education,2,Middle Atlantic,3,Mixed mild,130000,6,2,50,,65.3516,8.84
18,Lodging,3,East North Central,7,Withheld for confidentiality,73000,4,8,168,,79.4708,341.69
14,Education,5,South Atlantic,7,Withheld for confidentiality,5000,1,6,40,,21.5818,4468.96
14,Education,8,Mountain,1,Cold or very cold,12000,1,8,15,,98.24,429.63
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,500001,12,2,168,,358.2987,9.01
14,Education,1,New England,2,Cool,82000,4,8,45,,73.6315,278.62
13,Public assembly,7,West South Central,4,Warm,16000,1,8,40,,39.4681,1413.09
23,Strip shopping center,8,Mountain,2,Cool,17500,1,8,42,100.0,110.3281,2009.74
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,600000,18,6,168,,43.64,9.01
15,Food service,2,Middle Atlantic,3,Mixed mild,10000,3,2,98,,204.1078,1218.03
8,Outpatient health care,4,West North Central,1,Cold or very cold,25000,1,7,45,100.0,86.5372,690.18
23,Strip shopping center,7,West South Central,4,Warm,18750,1,8,55,100.0,110.1828,2009.74
7,Public order and safety,5,South Atlantic,7,Withheld for confidentiality,475000,7,8,50,,21.4385,6.52
23,Strip shopping center,1,New England,2,Cool,79000,1,4,83,100.0,123.2811,395.28
11,Refrigerated warehouse,3,East North Central,3,Mixed mild,250000,2,6,12,,78.2836,31.68
14,Education,2,Middle Atlantic,3,Mixed mild,120000,5,2,86,,74.3419,97.52
18,Lodging,9,Pacific,7,Withheld for confidentiality,200000,12,5,168,,135.0403,8.93
8,Outpatient health care,1,New England,2,Cool,40000,3,8,168,100.0,135.0941,384.05
2,Office,3,East North Central,2,Cool,245000,7,2,60,80.0,60.7161,15.06
14,Education,8,Mountain,7,Withheld for confidentiality,310000,7,6,100,,103.7834,13.29
18,Lodging,7,West South Central,7,Withheld for confidentiality,215000,5,5,168,,83.1398,50.03
23,Strip shopping center,1,New England,3,Mixed mild,120000,1,6,75,100.0,142.8269,175.02
15,Food service,4,West North Central,2,Cool,1900,2,2,40,,88.3526,1195.14
8,Outpatient health care,8,Mountain,3,Mixed mild,11000,1,8,40,100.0,56.953,1218.03
2,Office,2,Middle Atlantic,3,Mixed mild,160000,3,4,168,70.0,71.3893,48.85
7,Public order and safety,7,West South Central,7,Withheld for confidentiality,255000,5,4,168,,52.2025,7.84
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,7800,1,8,48,,5.126,6659.94
26,Service,5,South Atlantic,3,Mixed mild,260000,2,5,60,,80.3421,14.9
5,Nonrefrigerated warehouse,6,East South Central,4,Warm,128000,1,8,40,,39.3149,247.57
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,130000,2,9,110,,37.0037,922.6
14,Education,7,West South Central,5,Hot or very hot,83000,1,6,56,,30.6424,330.8
2,Office,5,South Atlantic,3,Mixed mild,260000,12,8,60,75.0,41.9208,14.9
12,Religious worship,3,East North Central,2,Cool,90000,2,6,65,,48.1084,59.79
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,25000,1,8,60,,11.4786,1413.09
18,Lodging,2,Middle Atlantic,3,Mixed mild,132000,12,8,168,,81.5244,97.52
26,Service,7,West South Central,5,Hot or very hot,6000,1,4,84,,97.4545,2990.63
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,2100000,12,8,168,,68.1491,10.17
26,Service,6,East South Central,4,Warm,2050,1,7,38,,49.1751,460.31
11,Refrigerated warehouse,9,Pacific,4,Warm,164000,2,7,100,,122.2103,54.0
14,Education,8,Mountain,5,Hot or very hot,12750,2,6,43,,39.9958,1195.68
26,Service,4,West North Central,2,Cool,7000,1,7,53,,33.4081,2990.63
14,Education,2,Middle Atlantic,2,Cool,150000,3,3,90,,40.4366,288.37
8,Outpatient health care,9,Pacific,3,Mixed mild,74000,5,2,40,100.0,65.2634,161.5
2,Office,9,Pacific,4,Warm,64000,1,8,50,100.0,52.0924,118.55
13,Public assembly,1,New England,2,Cool,1001,3,4,15,,35.2298,2934.43
2,Office,7,West South Central,5,Hot or very hot,51000,1,6,55,75.0,64.3306,117.32
2,Office,1,New England,2,Cool,88000,4,2,168,100.0,155.4763,134.42
2,Office,7,West South Central,5,Hot or very hot,500000,18,6,55,80.0,43.643,14.9
2,Office,7,West South Central,5,Hot or very hot,94000,4,6,50,65.0,37.2405,240.4
18,Lodging,9,Pacific,2,Cool,49500,4,3,168,,43.7795,495.15
4,Laboratory,5,South Atlantic,3,Mixed mild,365000,12,8,168,,214.2168,50.09
7,Public order and safety,5,South Atlantic,3,Mixed mild,46500,1,8,168,,83.0378,1218.58
8,Outpatient health care,3,East North Central,1,Cold or very cold,2750,2,7,52,100.0,107.7793,1265.79
25,Retail other than mall,5,South Atlantic,5,Hot or very hot,41000,1,9,126,,172.4771,623.52
2,Office,2,Middle Atlantic,3,Mixed mild,800000,7,4,168,100.0,33.0833,63.15
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,2000,1,9,168,,24.411,2990.63
6,Food sales,8,Mountain,1,Cold or very cold,25500,1,6,105,,199.4293,623.52
25,Retail other than mall,1,New England,2,Cool,9600,2,6,48,,41.3495,2747.83
12,Religious worship,5,South Atlantic,5,Hot or very hot,8000,1,2,12,,31.0136,2990.63
2,Office,8,Mountain,4,Warm,12000,1,8,40,100.0,48.927,1418.81
2,Office,6,East South Central,4,Warm,106000,2,8,12,85.0,115.2678,240.4
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,900000,12,3,168,,223.7081,8.78
15,Food service,5,South Atlantic,4,Warm,3900,1,2,55,,187.4659,1218.03
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,1000000,7,4,168,,290.1411,9.07
25,Retail other than mall,1,New England,2,Cool,9000,2,6,58,,59.8617,1461.43
16,Inpatient health care,9,Pacific,7,Withheld for confidentiality,250000,4,6,168,,124.7109,9.91
13,Public assembly,7,West South Central,4,Warm,9000,2,4,12,,47.3653,1591.15
17,Nursing,5,South Atlantic,3,Mixed mild,120000,4,7,168,,118.3661,8.84
2,Office,4,West North Central,3,Mixed mild,41500,3,3,38,85.0,62.9239,14.9
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,100000,1,4,168,,41.6709,215.07
13,Public assembly,5,South Atlantic,4,Warm,37500,2,8,95,,118.3197,1413.09
2,Office,9,Pacific,2,Cool,9300,1,8,60,100.0,41.4934,2649.96
5,Nonrefrigerated warehouse,4,West North Central,1,Cold or very cold,102000,1,4,130,,103.3731,235.71
12,Religious worship,1,New England,2,Cool,4500,1,7,60,,130.3162,1461.43
2,Office,9,Pacific,4,Warm,12250,1,6,60,100.0,83.918,1486.89
12,Religious worship,7,West South Central,5,Hot or very hot,5000,1,9,6,,34.9732,2990.63
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,900000,8,8,168,,213.7078,10.07
18,Lodging,5,South Atlantic,7,Withheld for confidentiality,600000,18,5,168,,71.7986,9.01
26,Service,4,West North Central,1,Cold or very cold,52000,2,7,168,,39.8373,117.32
25,Retail other than mall,5,South Atlantic,4,Warm,7000,1,3,50,,32.5067,2990.63
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,1000000,9,2,168,,213.4272,8.78
13,Public assembly,9,Pacific,4,Warm,1500,1,8,48,,96.314,3075.23
15,Food service,8,Mountain,3,Mixed mild,5000,1,7,96,,535.766,1218.03
2,Office,2,Middle Atlantic,3,Mixed mild,700000,18,3,60,80.0,68.7749,9.01
18,Lodging,6,East South Central,4,Warm,200000,4,4,168,,92.2829,7.59
2,Office,6,East South Central,4,Warm,410000,18,6,56,95.0,74.5956,14.67
16,Inpatient health care,4,West North Central,7,Withheld for confidentiality,1000000,7,5,168,,153.7447,10.94
18,Lodging,3,East North Central,7,Withheld for confidentiality,28500,3,9,168,,101.4031,1414.71
2,Office,3,East North Central,2,Cool,10000,2,5,50,40.0,86.8038,1265.79
2,Office,9,Pacific,4,Warm,112000,2,6,38,100.0,82.797,49.37
14,Education,9,Pacific,4,Warm,100000,3,2,40,,22.0699,45.1
15,Food service,2,Middle Atlantic,3,Mixed mild,16000,1,7,125,,272.8044,690.18
12,Religious worship,9,Pacific,4,Warm,3600,1,4,16,,21.3672,3075.23
16,Inpatient health care,5,South Atlantic,7,Withheld for confidentiality,380000,6,5,168,,239.0731,18.83
23,Strip shopping center,8,Mountain,5,Hot or very hot,225000,1,9,75,100.0,90.2883,72.88
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,126000,1,7,168,,34.691,66.03
2,Office,8,Mountain,3,Mixed mild,5400,1,7,40,100.0,77.2478,690.18
14,Education,2,Middle Atlantic,3,Mixed mild,420000,5,5,80,,56.0955,58.86
26,Service,3,East North Central,2,Cool,2000,1,8,50,,134.4355,1531.55
2,Office,9,Pacific,3,Mixed mild,340000,12,8,65,100.0,60.0363,15.06
4,Laboratory,5,South Atlantic,3,Mixed mild,300000,12,8,168,,271.982,9.07
13,Public assembly,8,Mountain,2,Cool,80000,3,3,112,,155.8189,329.67
14,Education,1,New England,2,Cool,285000,2,5,92,,322.1206,44.41
2,Office,3,East North Central,3,Mixed mild,18500,1,2,168,90.0,75.719,1829.53
12,Religious worship,3,East North Central,2,Cool,30000,4,4,5,,30.5483,1531.55
5,Nonrefrigerated warehouse,9,Pacific,3,Mixed mild,104000,1,7,40,,52.9099,249.3
2,Office,7,West South Central,5,Hot or very hot,6000,1,9,168,100.0,87.8357,3695.52
4,Laboratory,8,Mountain,2,Cool,182000,4,9,80,,285.4815,10.63
2,Office,6,East South Central,3,Mixed mild,114000,2,4,40,60.0,42.885,97.52
5,Nonrefrigerated warehouse,3,East North Central,2,Cool,380000,1,5,18,,27.2596,15.06
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,130000,5,5,168,,413.711,8.62
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,186000,4,4,168,,97.7011,16.25
23,Strip shopping center,9,Pacific,4,Warm,152000,1,4,73,92.0,127.6918,84.48
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,63000,8,2,84,,58.5287,58.26
15,Food service,4,West North Central,2,Cool,10250,1,8,84,,585.0243,690.18
18,Lodging,4,West North Central,2,Cool,200000,5,3,168,,77.4516,20.91
14,Education,5,South Atlantic,3,Mixed mild,11750,3,8,40,,116.4592,1218.58
2,Office,7,West South Central,4,Warm,255000,12,5,11,98.0,101.0922,8.76
7,Public order and safety,4,West North Central,3,Mixed mild,500001,12,7,168,,116.0022,9.01
17,Nursing,2,Middle Atlantic,1,Cold or very cold,200000,6,4,168,,104.8906,9.81
14,Education,3,East North Central,2,Cool,36500,1,4,60,,44.0959,306.64
14,Education,7,West South Central,4,Warm,50000,1,8,40,,24.997,1413.09
12,Religious worship,9,Pacific,2,Cool,1600,2,4,4,,78.8588,3075.23
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,100000,1,5,50,,29.0285,66.03
26,Service,1,New England,2,Cool,4800,1,8,168,,21.1879,2934.43
7,Public order and safety,9,Pacific,3,Mixed mild,13250,1,8,168,,68.1944,495.15
18,Lodging,7,West South Central,7,Withheld for confidentiality,200001,12,5,168,,71.2408,9.01
2,Office,2,Middle Atlantic,3,Mixed mild,800000,18,5,55,100.0,49.9061,14.9
25,Retail other than mall,7,West South Central,3,Mixed mild,180000,1,7,168,,141.416,66.35
2,Office,7,West South Central,5,Hot or very hot,3200,1,8,68,100.0,46.6094,2990.63
14,Education,7,West South Central,5,Hot or very hot,98000,2,4,45,,38.849,99.04
26,Service,7,West South Central,4,Warm,10000,1,3,40,,32.6087,1413.09
14,Education,9,Pacific,1,Cold or very cold,39000,2,6,9,,92.8962,386.68
25,Retail other than mall,8,Mountain,5,Hot or very hot,65000,1,7,105,,135.9178,105.74
13,Public assembly,8,Mountain,4,Warm,6000,1,5,168,,37.4007,2934.43
23,Strip shopping center,5,South Atlantic,4,Warm,95000,2,5,55,47.0,53.4396,395.28
12,Religious worship,5,South Atlantic,4,Warm,15000,1,9,10,,8.9337,14.9
23,Strip shopping center,8,Mountain,1,Cold or very cold,134000,1,8,46,100.0,56.3106,175.02
14,Education,1,New England,2,Cool,15000,2,7,60,,71.1825,1195.68
23,Strip shopping center,5,South Atlantic,5,Hot or very hot,11750,1,4,46,100.0,62.3398,2009.74
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,102000,1,6,80,,18.9347,32.47
12,Religious worship,8,Mountain,4,Warm,25000,2,7,44,,17.9164,1461.43
2,Office,2,Middle Atlantic,2,Cool,310000,18,5,56,85.0,104.0035,14.9
23,Strip shopping center,3,East North Central,3,Mixed mild,11000,2,4,40,100.0,73.5425,7084.21
11,Refrigerated warehouse,9,Pacific,4,Warm,36000,2,5,80,,241.4412,611.8
23,Strip shopping center,5,South Atlantic,4,Warm,360000,1,7,75,100.0,155.4241,10.71
16,Inpatient health care,3,East North Central,7,Withheld for confidentiality,600000,9,4,168,,182.3516,9.01
5,Nonrefrigerated warehouse,2,Middle Atlantic,3,Mixed mild,500000,1,4,85,,31.5196,31.35
2,Office,3,East North Central,3,Mixed mild,3700,1,8,48,100.0,85.3305,1195.14
2,Office,5,South Atlantic,3,Mixed mild,190000,18,7,40,100.0,74.929,8.84
26,Service,2,Middle Atlantic,3,Mixed mild,3000,1,5,57,,15.6053,1408.23
15,Food service,8,Mountain,2,Cool,20250,4,2,50,,100.7264,9.45
5,Nonrefrigerated warehouse,5,South Atlantic,4,Warm,1350,1,6,84,,133.3015,1417.97
2,Office,5,South Atlantic,4,Warm,112000,4,6,60,65.0,85.5013,51.49
2,Office,5,South Atlantic,4,Warm,1900,1,8,45,100.0,46.1026,3320.27
14,Education,5,South Atlantic,3,Mixed mild,69000,2,3,75,,51.2415,303.46
25,Retail other than mall,9,Pacific,4,Warm,124000,1,7,126,,84.0703,125.92
2,Office,3,East North Central,2,Cool,2050,2,6,55,100.0,129.1737,1472.45
2,Office,5,South Atlantic,4,Warm,85000,2,4,48,75.0,25.7767,117.32
16,Inpatient health care,7,West South Central,7,Withheld for confidentiality,800000,6,7,168,,163.6519,10.55
18,Lodging,9,Pacific,4,Warm,205000,7,3,168,,56.6461,5.66
5,Nonrefrigerated warehouse,2,Middle Atlantic,2,Cool,10500,2,5,1,,28.4893,3408.99
2,Office,9,Pacific,4,Warm,2000,2,4,40,100.0,51.3635,3075.23
25,Retail other than mall,4,West North Central,1,Cold or very cold,20000,1,6,78,,62.3798,1489.41
